iter	Logloss
670	0.326524853
671	0.3264482283
672	0.3260832409
673	0.326015653
674	0.3259031413
675	0.3257287315
676	0.3255974322
677	0.3255286249
678	0.3255014108
679	0.3254150805
680	0.3253463368
681	0.3253406782
682	0.3252572942
683	0.3251871609
684	0.3250786009
685	0.3250128126
686	0.3249407975
687	0.3249322447
688	0.3247906745
689	0.3246391674
690	0.3245461746
691	0.3244843436
692	0.3244460221
693	0.3243621692
694	0.3243194696
695	0.3242581828
696	0.3241873046
697	0.3240671421
698	0.3239876537
699	0.3239261181
700	0.3238371589
701	0.323788802
702	0.3237136437
703	0.3236895158
704	0.3236061908
705	0.3235056791
706	0.3233753895
707	0.3233408959
708	0.3232030436
709	0.3230701662
710	0.3229454445
711	0.3228050977
712	0.3227059636
713	0.3226194728
714	0.3225758461
715	0.3222204901
716	0.322080086
717	0.321932317
718	0.3218176945
719	0.3216778381
720	0.3216123688
721	0.3214990287
722	0.3214700497
723	0.321441667
724	0.3213185153
725	0.3212326114
726	0.321072228
727	0.3209439962
728	0.3207587368
729	0.3206984549
730	0.3205960342
731	0.3205038842
732	0.3204483335
733	0.3203952857
734	0.3202844414
735	0.3202269293
736	0.3201035819
737	0.3200239647
738	0.3199648336
739	0.3199593084
740	0.3198559288
741	0.3197734266
742	0.3197331592
743	0.3196685601
744	0.3195537744	745	0.3194662745	746	0.3193527746	0.3213335045
747	0.3211725594
748	0.3211431394
749	0.3210572313
750	0.3209465234
751	0.3208470189
752	0.320601119
753	0.3204890483
754	0.3203922987
755	0.3202659178
756	0.3202556386
757	0.3201245737
758	0.3200688122
759	0.3200206512
760	0.3199420903
761	0.3198439621
762	0.31973614
763	0.3196533348
764	0.3196430961
765	0.319526102
766	0.3194007744
767	0.3192931379
768	0.3191517236
769	0.3190602046
770	0.3189710391
771	0.3188515387
772	0.318761616
773	0.3187548215
774	0.3186406301
775	0.3185650186
776	0.3184317427
777	0.318362799
778	0.3183558507
779	0.3182532389
780	0.3182458978
781	0.3182171613
782	0.3181348966
783	0.3180581531
784	0.3178407489
785	0.3177544722
786	0.3176539731
787	0.3175082741
788	0.3174419426
789	0.3173395136
790	0.3173344985
791	0.3172274617
792	0.3171131849
793	0.3170467513
794	0.3169675222
795	0.3169143378
796	0.3167782957
797	0.3166573735
798	0.3165756964
799	0.3164806329
800	0.3163925143
801	0.3162998315
802	0.3162180443
803	0.316088904
804	0.3160756559
805	0.315930665
806	0.3158494953
807	0.3158186235
808	0.3157049486
809	0.3155777828
810	0.3155295888
811	0.315412289
812	0.3153362547
813	0.3153298558
814	0.3152552597
815	0.3152342367
816	0.3151490741
817	0.3150656496
818	0.3149921821
819	0.3149477242
820	0.3147999675
821	0.3147486781
822	0.3146572084
823	0.3145953696
824	0.3144993382
825	0.3143849521
826	0.3143321545
827	0.3142244383
828	0.3141674993
829	0.3141144175
830	0.3139626581
831	0.3138283003
832	0.3137209592
833	0.3136563702
834	0.3135541529
835	0.31342541
836	0.3133630709
837	0.3132812226
838	0.3131436552
839	0.3131045992
840	0.3130415702
841	0.3129310209
842	0.3129121474
843	0.3128022361
844	0.3126981339
845	0.3126943596
846	0.3126855717
847	0.3125404218
848	0.3125060549
849	0.3124778851
850	0.3123419822
851	0.312245711
852	0.3122198334
853	0.3121894096
854	0.3121469547
855	0.3120106032
856	0.3119468565
857	0.3118936028
858	0.3117891701
859	0.3117835903
860	0.3117771056
861	0.3117104199
862	0.3115886788
863	0.3115090074
864	0.3114077585
865	0.3113070646
866	0.3112280965
867	0.3111486272
868	0.3110472521
869	0.3109725642
870	0.3108929864
871	0.310784471
872	0.3106414135
873	0.3105509694
874	0.3104184558
875	0.3103424839
876	0.3102559038
877	0.310227446
878	0.3101306925
879	0.3100358935
880	0.3099325558
881	0.3098720954
882	0.3097776927
883	0.3096979
884	0.3096187365
885	0.3096077443
886	0.3095053024
887	0.3094362795
888	0.3093686262
889	0.3092990185
890	0.3092171183
891	0.3091222649
892	0.3090604346
893	0.3090003402
894	0.308917909
895	0.3089009487
896	0.3088257933
897	0.3087276637
898	0.3087184052
899	0.3087111168
900	0.3085994704
901	0.3085395846
902	0.3084708576
903	0.3083739256
904	0.3082868028
905	0.3082770797
906	0.3081795371
907	0.3081322731
908	0.3081244102
909	0.3080153232
910	0.3079390667
911	0.3078483501
912	0.3078272368
913	0.3078126829
914	0.3077527885
915	0.307693522
916	0.3075753446
917	0.3075361483
918	0.3074257358
919	0.3073729516
920	0.3073045368
921	0.3073007104
922	0.307222494
923	0.3071538799
924	0.3070353315
925	0.3070336667
926	0.3069240551
927	0.3068118289
928	0.3067831629
929	0.3067179455
930	0.3066065153
931	0.3065245748
932	0.3064121926
933	0.3063728045
934	0.3063671432
935	0.3062880972
936	0.3062299477
937	0.3061239678
938	0.306036417
939	0.3059524414
940	0.3058127029
941	0.3057262997
942	0.3056544919
943	0.3056078622
944	0.3055273349
945	0.3054475581
946	0.3054024194
947	0.3052869382
948	0.3052831524
949	0.3051973886
950	0.3051103191
951	0.3051002062
952	0.3049661493
953	0.3048900489
954	0.3048859582
955	0.3048023112
956	0.3047152758
957	0.3046963167
958	0.3046363377
959	0.3046336253
960	0.3045716216
961	0.3045625471
962	0.3044870246
963	0.3044037996
964	0.3042815216
965	0.3042300479
966	0.3041462427
967	0.3040747912
968	0.3040626913
969	0.304047685
970	0.3039904886
971	0.3038974037
972	0.3037804937
973	0.3037022294
974	0.3035784663
975	0.3034959959
976	0.3034670859
977	0.3034004533
978	0.3033262865
979	0.3033105931
980	0.3032532862
981	0.3031707998
982	0.3030542893
983	0.3029991098
984	0.3028854209
985	0.30279043
986	0.3027295761
987	0.3027271328
988	0.3026344357
989	0.302394229
990	0.3022891968
991	0.3021312194
992	0.3020554718
993	0.3019872741
994	0.3019316627
995	0.3018490054
996	0.3017988222
997	0.3016723739
998	0.3015949561
999	0.3015103046
051639725
