iter	F1	Logloss
355	0.9001814882	0.2584610715
356	0.9001814882	0.2581731249
357	0.9001814882	0.2579782523
358	0.9001814882	0.2577551155
359	0.9001814882	0.2574388707
360	0.9001814882	0.2572101794
361	0.901510574	0.2569941862
362	0.901510574	0.2568429293
363	0.901510574	0.2564216914
364	0.901510574	0.2562349685
365	0.901510574	0.2559923584
366	0.901510574	0.2556842518
367	0.901510574	0.2551998395
368	0.902173913	0.2550078886
369	0.901510574	0.2546923472
370	0.901510574	0.2545189016
371	0.901510574	0.2542151114
372	0.902291918	0.2538913651
373	0.902291918	0.2536029571
374	0.9033816425	0.253232118
375	0.9033816425	0.2530647887
376	0.9033816425	0.2528988363
377	0.9033816425	0.2526713079
378	0.904043452	0.2524729912
379	0.904043452	0.2523260304
380	0.904043452	0.2521379255
381	0.904043452	0.2518588517
382	0.904043452	0.2514931159
383	0.9034981906	0.2511020773
384	0.9034981906	0.250773322
385	0.9034981906	0.2506039497
386	0.904159132	0.2501766045
387	0.904159132	0.2497222224
388	0.904159132	0.2495753735
389	0.9047044632	0.2494247549
390	0.9052504526	0.2492255717
391	0.9057971014	0.2489097403
392	0.9057971014	0.248686674
393	0.9057971014	0.248253229
394	0.9057971014	0.2479616468
395	0.9071170084	0.2476902875
396	0.9071170084	0.2473443998
397	0.9076644538	0.2471886882
398	0.9083232811	0.2469809306
399	0.9083232811	0.246575967
400	0.9088714544	0.2462679187
401	0.9088714544	0.2460175293
402	0.9095295537	0.2457033922
403	0.9096385542	0.2453999835
404	0.9096385542	0.2452701866
405	0.910295003	0.2450297733
406	0.910295003	0.2446826917
407	0.91095066408	0.9391199518408	0.91029500409	0.939686369409	0.910950661410	0.939686369410	0.910950661411	0.94025347411	0.9114990969412	0.94025347412	0.9108433735413	0.94413	0.413	0.9121540313414	0.94414	0.9390464695	0.173415	0.94415	0.9390464695	0.173416	0.94416	0.9390464695	0.172417	0.94417	0.9390464695	0.172418	0.94418	0.9390464695	0.172419	0.94419	0.9390464695	0.172420	0.94420	0.9390464695	0.171421	0.94421	0.9390464695	0.171422	0.94422	0.9390464695	0.1713649237
423	0.9390464695	0.1711297155
424	0.9390464695	0.170425	0.94425	0.9390464695	0.170426	0.94426	0.9390464695	0.170427	0.94427	0.9390464695	0.170428	0.94428	0.9396863691	0.16429	0.940429	0.9396863691	0.1430	0.9408430	0.9402534701	0.431	0.94146431	0.9402534701	0.432	0.94146432	0.9402534701	0.433	0.94146433	0.9402534701	0.434	0.94209434	0.9415310428	0.435	0.9426435	0.9415310428	0.1436	0.9426436	0.9415310428	0.437	0.94323437	0.9415310428	0438	0.942667438	0.9415310428	0439	0.943236439	0.9420989144	440	0.9432367440	0.9420989144441	0.94380664441	0.9420989144442	0.94380664442	0.9420989144443	0.94323671443	0.94266747444	0.943236715	444	0.9426674445	0.943236715	0445	0.942667446	0.9438066465	0446	0.9426674713	0.1659847071
447	0.9426674713	0.1657285575
448	0.9426674713	0.1655283943
449	0.9426674713	0.1654308152
450	0.9426674713	0.1651231753
451	0.9426674713	0.1647778736
452	0.9426674713	0.1646038184
453	0.9426674713	0.1643217405
454	0.9426674713	0.1642082993
455	0.9426674713	0.1641087235
456	0.943305457	0.9468599034	457	0.9426674458	0.9468599034	458	0.9438744459	0.9468599034459	0.94387447460	0.9480676329460	0.94387447461	0.9480676329461	0.94387447462	0.9480676329462	0.94387447463	0.9486404834463	0.94387447464	0.948640483464	0.943874471465	0.948640483465	0.94387447466	0.9486404834466	0.94387447467	0.9486404834467	0.9438744468	0.9486404834468	0.94387447469	0.9486404834469	0.94615849470	0.9486404834470	0.94615849471	0.9492753623471	0.94615849472	0.949909475	472	0.9467956473	0.9492753623	473	0.9467956474	0.9492753623474	0.94679564475	0.9492753623475	0.94743202476	0.9492753623476	0.94857834477	0.9486404834477	0.94800483478	0.949909475	478	0.9480048479	0.9498489426	479	0.9480048480	0.9504830918	480	0.9480048481	0.9504830918	481	0.9486404482	0.9504830918	0.1617540278
483	0.9511164756	0.1615884382
484	0.9511164756	0.1613444605
485	0.9511164756	0.1611977425
486	0.9511164756	0.1610082398
487	0.9517490953	0.1607486851
488	0.9517490953	0.16048726
489	0.9511164756	0.1602669256
490	0.9511164756	0.1599566351
491	0.9511164756	0.1596580277
492	0.9511164756	0.1593332916
493	0.9511164756	0.1592414578
494	0.9516908213	0.1590312402
495	0.9516908213	0.1588380213
496	0.9516908213	0.1585159558
497	0.9516908213	0.1582433633
498	0.9523234762	0.1580003369
499	0.9523234762	0.1578722285
825	0.1549116889
